transaction_id,amount,transaction_hour,location_risk_score,device_type,merchant_category,failed_login_attempts,velocity_transactions,is_fraud
5133,28553,6,0.44,Desktop,Travel,2,11,0
5134,76380,2,0.26,Desktop,Electronics,1,8,1
5135,53542,16,0.06,Mobile,Entertainment,4,1,1
5136,51977,9,0.34,Mobile,Entertainment,1,17,1
5137,12326,14,0.46,Mobile,Travel,3,18,0
5138,93505,5,0.69,Desktop,Entertainment,5,10,1
5139,22688,16,0.65,Mobile,Clothing,1,9,0
5140,79076,16,0.95,Tablet,Entertainment,5,2,1
5141,31809,13,0.1,Mobile,Travel,5,3,1
5142,47888,23,0.34,Mobile,Entertainment,2,1,0
5143,88131,17,0.48,Mobile,Entertainment,0,1,1
5144,37119,4,0.67,Mobile,Groceries,2,18,1
5145,45048,7,0.5,Desktop,Travel,2,8,0
5146,65233,6,0.91,Desktop,Travel,0,18,1
5147,66558,22,0.61,Mobile,Groceries,3,1,1
5148,27626,3,0.04,Mobile,Groceries,2,17,1
5149,73593,17,0.11,Desktop,Clothing,0,10,1
5150,52298,4,0.75,Mobile,Entertainment,0,9,1
5151,99634,15,0.72,Mobile,Electronics,2,10,1
5152,43495,13,0.15,Mobile,Electronics,5,1,1
5153,24131,18,0.06,Mobile,Groceries,0,16,0
5154,75642,13,0.58,Mobile,Travel,5,7,1
5155,37801,8,0.64,Mobile,Travel,4,3,1
5156,26039,5,0.14,Mobile,Clothing,2,17,0
5157,49245,16,0.47,Tablet,Electronics,5,9,1
5158,20424,18,0.31,Mobile,Travel,3,15,0
5159,22967,11,0.93,Mobile,Clothing,4,8,1
5160,303,3,0.22,Desktop,Clothing,3,4,0
5161,16644,15,0.73,Mobile,Groceries,5,19,1
5162,15999,10,0.52,Mobile,Electronics,2,2,0
5163,29163,21,0.01,Mobile,Clothing,1,2,0
5164,90980,3,0.52,Tablet,Clothing,0,13,1
5165,3848,16,0.1,Mobile,Clothing,4,19,1
5166,66729,7,0.66,Tablet,Electronics,2,1,1
5167,80864,13,0.57,Desktop,Groceries,0,15,1
5168,20984,1,0.01,Desktop,Entertainment,5,2,1
5169,25283,10,0.2,Desktop,Travel,1,16,0
5170,81670,10,0.78,Mobile,Electronics,3,14,1
5171,71346,23,0.28,Mobile,Electronics,2,6,1
5172,19359,21,0.5,Mobile,Electronics,2,11,0
5173,36059,23,0.31,Mobile,Entertainment,5,14,1
5174,33557,5,0.92,Tablet,Travel,1,4,1
5175,85779,20,0.54,Mobile,Travel,3,17,1
5176,2203,20,0.7,Mobile,Clothing,2,16,0
5177,66001,13,0.08,Desktop,Clothing,5,6,1
5178,44635,9,0.04,Tablet,Groceries,0,8,0
5179,16203,7,0.26,Tablet,Electronics,5,13,1
5180,98146,6,0.31,Desktop,Groceries,1,4,1
5181,90112,7,0.69,Mobile,Electronics,2,16,1
5182,78378,7,0.57,Mobile,Travel,5,17,1
5183,12491,22,0.37,Mobile,Groceries,3,4,0
5184,29001,1,0.65,Mobile,Travel,4,16,1
5185,97637,15,0.16,Mobile,Clothing,2,2,1
5186,81259,8,0.06,Tablet,Travel,3,13,1
5187,68014,12,0.85,Tablet,Entertainment,1,3,1
5188,50457,22,0.56,Desktop,Groceries,3,10,1
5189,87008,11,0.65,Desktop,Electronics,3,18,1
5190,38537,21,0.31,Mobile,Travel,1,3,0
5191,35603,16,0.37,Mobile,Groceries,4,1,1
5192,96382,1,0.08,Tablet,Electronics,5,11,1
5193,93559,12,0.86,Mobile,Groceries,0,5,1
5194,75503,0,0.59,Desktop,Groceries,4,3,1
5195,41358,18,0.08,Mobile,Entertainment,0,11,0
5196,33824,10,0.8,Desktop,Travel,0,1,0
5197,64386,4,0.44,Desktop,Entertainment,0,15,1
5198,74942,0,0.77,Desktop,Clothing,2,7,1
5199,15008,19,0.01,Mobile,Groceries,4,2,1
5200,92717,12,0.03,Mobile,Travel,3,15,1
5201,50726,7,0.17,Mobile,Clothing,2,18,1
5202,37328,5,0.21,Mobile,Clothing,1,4,0
5203,23486,16,0.76,Desktop,Entertainment,1,1,0
5204,46854,11,0.71,Desktop,Clothing,0,9,0
5205,28402,0,0.62,Mobile,Electronics,2,9,0
5206,60915,2,0.88,Mobile,Electronics,5,6,1
5207,84848,13,0.25,Desktop,Electronics,5,14,1
5208,63444,7,0.9,Mobile,Clothing,2,9,1
5209,35718,10,0.91,Mobile,Groceries,1,2,1
5210,76334,13,0.43,Mobile,Travel,3,9,1
5211,61214,7,0.09,Mobile,Electronics,4,13,1
5212,70230,2,0.73,Mobile,Electronics,4,12,1
5213,25625,6,0.34,Mobile,Electronics,0,10,0
5214,79918,18,0.79,Desktop,Entertainment,0,5,1
5215,14434,3,0.16,Desktop,Entertainment,0,12,0
5216,94815,15,0.54,Mobile,Electronics,1,1,1
5217,62867,12,0.51,Mobile,Electronics,1,4,1
5218,6744,19,0.1,Desktop,Entertainment,5,13,1
5219,33033,18,0.36,Desktop,Travel,4,18,1
5220,43569,4,0.08,Mobile,Groceries,5,2,1
5221,33787,22,0.46,Mobile,Travel,5,11,1
5222,52756,4,0.84,Mobile,Groceries,0,4,1
5223,17475,19,0.27,Mobile,Clothing,5,18,1
5224,65306,23,0.76,Tablet,Clothing,2,7,1
5225,96562,3,0.18,Mobile,Travel,5,9,1
5226,36707,1,0.67,Desktop,Entertainment,3,2,0
5227,83278,12,0.92,Mobile,Electronics,1,4,1
5228,24093,15,0.32,Tablet,Clothing,5,14,1
5229,44486,21,0.9,Mobile,Entertainment,0,17,1
5230,46387,1,0.51,Mobile,Entertainment,0,1,0
5231,86824,18,0.32,Mobile,Groceries,1,3,1
5232,98232,16,0.9,Mobile,Clothing,4,1,1
5233,93408,4,0.03,Mobile,Travel,4,13,1
5234,96493,17,0.03,Mobile,Entertainment,4,14,1
5235,76412,22,0.6,Mobile,Travel,4,12,1
5236,98471,20,0.8,Mobile,Travel,2,11,1
5237,75424,17,0.75,Mobile,Clothing,0,18,1
5238,71296,7,0.08,Desktop,Travel,4,2,1
5239,70114,14,0.95,Mobile,Travel,4,3,1
5240,8310,12,0.7,Desktop,Electronics,5,4,1
5241,11022,12,0.95,Tablet,Travel,3,9,1
5242,36389,15,0.33,Desktop,Electronics,3,11,0
5243,33440,21,0.69,Mobile,Clothing,0,9,0
5244,39950,19,0.86,Mobile,Travel,5,17,1
5245,57084,12,0.38,Mobile,Entertainment,1,15,1
5246,84278,19,0.96,Mobile,Travel,4,9,1
5247,11194,1,0.26,Mobile,Electronics,2,7,0
5248,88059,2,0.32,Mobile,Entertainment,3,8,1
5249,33518,14,0.92,Mobile,Clothing,4,3,1
5250,5841,22,0.97,Mobile,Groceries,1,1,1
5251,72474,18,0.29,Mobile,Groceries,2,4,1
5252,68898,12,0.14,Mobile,Electronics,3,17,1
5253,70632,4,0.76,Mobile,Clothing,5,1,1
5254,22264,21,0.93,Mobile,Clothing,1,4,1
5255,35695,5,0.6,Mobile,Travel,1,8,0
5256,30357,13,0.63,Desktop,Groceries,5,17,1
5257,14311,3,0.76,Desktop,Travel,2,12,0
5258,96089,21,0.15,Mobile,Clothing,2,16,1
5259,5332,18,0.97,Desktop,Electronics,3,5,1
5260,67853,22,0.36,Mobile,Electronics,2,13,1
5261,52791,6,0.63,Mobile,Entertainment,4,13,1
5262,89865,3,0.47,Mobile,Electronics,2,12,1
5263,79868,1,0.47,Desktop,Groceries,5,3,1
5264,25713,6,0.7,Mobile,Entertainment,1,12,0
5265,14126,2,0.99,Mobile,Groceries,2,11,1
5266,53635,14,0.66,Mobile,Travel,3,10,1
5267,94190,0,0.79,Tablet,Travel,4,16,1
5268,31008,1,0.03,Mobile,Electronics,2,6,0
5269,52213,9,0.81,Mobile,Entertainment,4,17,1
5270,19710,15,0.3,Mobile,Groceries,2,13,0
5271,46746,14,0.13,Desktop,Groceries,4,18,1
5272,63285,23,0.11,Mobile,Clothing,2,12,1
5273,72667,14,0.68,Desktop,Electronics,2,5,1
5274,47674,13,1.0,Mobile,Travel,0,16,1
5275,91151,21,0.67,Mobile,Clothing,1,3,1
5276,36282,13,0.26,Mobile,Travel,3,16,0
5277,670,5,0.2,Mobile,Travel,3,11,0
5278,97890,13,0.53,Desktop,Groceries,0,14,1
5279,19388,16,0.07,Desktop,Travel,2,13,0
5280,78924,17,0.4,Tablet,Entertainment,1,11,1
5281,29977,19,0.67,Desktop,Travel,4,14,1
5282,84525,18,0.97,Mobile,Entertainment,0,10,1
5283,1017,16,0.43,Desktop,Travel,3,18,0
5284,75702,15,0.2,Desktop,Clothing,3,7,1
5285,95140,7,0.82,Mobile,Groceries,5,18,1
5286,64675,6,0.74,Mobile,Clothing,5,2,1
5287,72618,19,0.86,Mobile,Groceries,3,8,1
5288,39204,11,0.21,Mobile,Clothing,2,15,0
5289,18162,8,0.4,Mobile,Electronics,5,6,1
5290,17099,13,0.98,Tablet,Travel,4,13,1
5291,61945,19,0.16,Desktop,Travel,4,5,1
5292,10041,0,0.67,Mobile,Electronics,4,3,1
5293,61269,9,0.24,Mobile,Electronics,2,15,1
5294,23570,16,0.5,Mobile,Entertainment,3,9,0
5295,59921,16,0.8,Mobile,Clothing,5,17,1
5296,86769,16,0.49,Mobile,Travel,5,17,1
5297,44535,3,0.81,Desktop,Entertainment,3,13,1
5298,4629,16,0.43,Tablet,Travel,2,18,0
5299,83155,17,1.0,Mobile,Electronics,1,5,1
5300,12292,19,0.44,Mobile,Entertainment,2,13,0
5301,74202,22,0.15,Mobile,Entertainment,2,7,1
5302,72862,1,0.4,Mobile,Entertainment,3,4,1
5303,86895,7,0.74,Mobile,Clothing,4,13,1
5304,34187,12,0.85,Desktop,Entertainment,3,17,1
5305,66777,22,0.46,Tablet,Travel,5,8,1
5306,4727,21,0.59,Tablet,Clothing,1,3,0
5307,56641,19,0.84,Desktop,Travel,0,16,1
5308,68326,21,0.81,Tablet,Entertainment,5,2,1
5309,3355,14,0.66,Tablet,Entertainment,0,1,0
5310,57533,19,0.82,Desktop,Travel,2,8,1
5311,5313,22,0.58,Mobile,Groceries,0,3,0
5312,19504,8,0.0,Mobile,Entertainment,5,17,1
5313,25480,2,0.04,Mobile,Entertainment,4,19,1
5314,91156,2,0.98,Mobile,Clothing,3,16,1
5315,19273,1,0.14,Desktop,Travel,1,10,0
5316,53127,0,0.4,Mobile,Entertainment,1,15,1
5317,24089,13,0.93,Mobile,Travel,1,7,1
5318,24619,16,0.2,Mobile,Clothing,5,16,1
5319,22539,12,0.84,Mobile,Travel,5,17,1
5320,77049,18,0.82,Mobile,Travel,3,13,1
5321,15095,22,0.99,Mobile,Clothing,4,10,1
5322,23659,14,0.28,Mobile,Entertainment,1,9,0
5323,89149,13,0.32,Mobile,Travel,0,7,1
5324,5121,1,0.9,Mobile,Groceries,4,12,1
5325,98100,6,0.23,Mobile,Entertainment,4,1,1
5326,21219,16,0.55,Desktop,Clothing,5,16,1
5327,51639,17,0.71,Mobile,Electronics,5,4,1
5328,94935,5,0.27,Mobile,Groceries,4,14,1
5329,39450,20,0.94,Desktop,Entertainment,1,17,1
5330,46323,7,0.67,Mobile,Clothing,4,12,1
5331,25617,1,0.05,Mobile,Groceries,5,15,1
5332,78753,0,0.14,Tablet,Entertainment,1,12,1
5333,22350,15,0.19,Mobile,Electronics,0,3,0
5334,84586,6,0.24,Mobile,Entertainment,5,10,1
5335,82995,21,0.73,Desktop,Electronics,0,17,1
5336,89232,23,0.09,Tablet,Electronics,0,14,1
5337,91166,10,0.35,Mobile,Travel,5,13,1
5338,66898,14,0.91,Desktop,Clothing,5,13,1
5339,54299,12,0.56,Desktop,Travel,0,8,1
5340,59646,23,0.27,Mobile,Electronics,4,14,1
5341,88251,1,0.96,Desktop,Clothing,4,2,1
5342,3427,13,0.24,Mobile,Clothing,1,19,0
5343,29868,23,0.91,Mobile,Clothing,0,2,1
5344,64518,5,0.73,Desktop,Groceries,2,12,1
5345,94486,8,0.74,Mobile,Entertainment,0,12,1
5346,42888,6,0.76,Desktop,Electronics,3,19,0
5347,82484,17,0.51,Desktop,Clothing,2,16,1
5348,46930,23,0.81,Tablet,Groceries,3,2,1
5349,52546,8,0.84,Mobile,Groceries,2,8,1
5350,15260,22,0.36,Mobile,Electronics,5,2,1
5351,56683,3,0.4,Desktop,Travel,1,10,1
5352,34098,8,0.89,Mobile,Groceries,4,16,1
5353,27330,3,0.52,Mobile,Electronics,1,7,0
5354,9176,11,0.87,Desktop,Groceries,2,19,1
5355,69441,3,0.63,Mobile,Electronics,0,3,1
5356,31185,23,0.59,Mobile,Clothing,1,17,0
5357,55671,19,0.03,Mobile,Travel,2,8,1
5358,14815,13,0.28,Mobile,Groceries,0,4,0
5359,5850,23,0.5,Mobile,Groceries,4,1,1
5360,78868,23,0.59,Mobile,Groceries,2,18,1
5361,36003,6,0.63,Mobile,Entertainment,3,1,0
5362,72589,12,0.72,Desktop,Entertainment,3,9,1
5363,32193,21,0.66,Mobile,Clothing,3,14,0
5364,91136,7,0.85,Desktop,Groceries,0,7,1
5365,88054,22,0.3,Mobile,Travel,0,8,1
5366,34414,4,0.64,Desktop,Entertainment,1,8,0
5367,48325,11,0.05,Tablet,Electronics,0,1,0
5368,88085,12,0.48,Mobile,Electronics,2,3,1
5369,83114,19,0.27,Desktop,Electronics,3,9,1
5370,35279,13,0.38,Mobile,Clothing,4,8,1
5371,25438,17,0.35,Mobile,Groceries,5,5,1
5372,92535,23,0.06,Desktop,Groceries,3,1,1
5373,69781,19,0.47,Desktop,Entertainment,2,2,1
5374,32201,3,0.99,Mobile,Electronics,5,10,1
5375,2875,20,0.3,Tablet,Clothing,4,14,1
5376,97283,17,0.74,Mobile,Travel,1,15,1
5377,45719,6,0.55,Desktop,Groceries,0,10,0
5378,45938,14,0.33,Mobile,Groceries,2,9,0
5379,19639,20,0.09,Desktop,Clothing,5,12,1
5380,57224,5,0.22,Mobile,Entertainment,0,10,1
5381,65249,15,0.78,Tablet,Clothing,1,9,1
5382,26716,19,0.28,Desktop,Entertainment,4,18,1
5383,79755,23,0.14,Mobile,Groceries,5,19,1
5384,90795,7,0.33,Desktop,Entertainment,2,19,1
5385,54667,20,0.58,Desktop,Entertainment,4,17,1
5386,37199,15,0.7,Mobile,Entertainment,5,2,1
5387,75931,21,0.39,Mobile,Entertainment,5,10,1
5388,61899,15,0.5,Mobile,Electronics,2,5,1
5389,90321,2,0.45,Mobile,Electronics,1,7,1
5390,25579,16,0.01,Mobile,Electronics,1,6,0
5391,46272,8,0.4,Mobile,Electronics,1,2,0
5392,99265,2,0.59,Mobile,Clothing,0,8,1
5393,55963,19,0.57,Mobile,Travel,3,4,1
5394,42143,6,0.75,Tablet,Entertainment,4,18,1
5395,82669,17,0.67,Desktop,Clothing,2,4,1
5396,15508,11,0.28,Desktop,Electronics,4,8,1
5397,58080,18,0.26,Mobile,Entertainment,3,17,1
5398,83056,15,0.46,Mobile,Travel,0,14,1
5399,16451,21,0.73,Mobile,Entertainment,0,8,0
5400,4231,23,0.09,Desktop,Groceries,3,14,0
5401,44925,16,0.95,Mobile,Groceries,5,8,1
5402,11449,19,0.54,Mobile,Clothing,2,14,0
5403,61031,14,0.31,Desktop,Travel,3,11,1
5404,44354,0,0.69,Mobile,Clothing,0,9,0
5405,38325,1,0.04,Desktop,Entertainment,5,17,1
5406,12553,7,0.48,Desktop,Travel,0,17,0
5407,18914,21,0.49,Mobile,Clothing,5,12,1
5408,18363,1,0.16,Tablet,Entertainment,4,2,1
5409,77794,18,0.84,Mobile,Electronics,2,17,1
5410,15835,8,0.8,Tablet,Entertainment,2,11,0
5411,15930,8,0.15,Mobile,Clothing,0,9,0
5412,47993,12,0.36,Desktop,Travel,3,18,0
5413,44773,5,0.1,Desktop,Travel,0,6,0
5414,89562,14,0.85,Mobile,Electronics,4,4,1
5415,45166,18,0.32,Desktop,Clothing,3,14,0
5416,3473,20,0.44,Tablet,Electronics,0,10,0
5417,10435,14,0.32,Tablet,Groceries,5,4,1
5418,23841,17,0.31,Desktop,Entertainment,5,15,1
5419,10792,6,0.75,Desktop,Groceries,2,9,0
5420,47395,10,0.75,Mobile,Groceries,4,12,1
5421,45641,7,0.52,Desktop,Electronics,0,8,0
5422,34157,5,0.66,Desktop,Electronics,0,5,0
5423,67083,7,0.51,Desktop,Entertainment,5,16,1
5424,19683,1,0.03,Desktop,Electronics,5,15,1
5425,22865,18,0.07,Mobile,Electronics,5,17,1
5426,59387,15,0.38,Mobile,Electronics,5,1,1
5427,24006,6,0.75,Mobile,Electronics,1,12,0
5428,85203,9,0.91,Mobile,Electronics,3,19,1
5429,79775,11,0.03,Mobile,Groceries,1,5,1
5430,46625,16,0.37,Desktop,Groceries,2,15,0
5431,38330,6,0.22,Mobile,Entertainment,3,9,0
5432,19620,21,0.82,Mobile,Travel,4,3,1
5433,85338,7,0.85,Mobile,Entertainment,3,12,1
5434,52034,6,0.21,Mobile,Clothing,5,19,1
5435,25666,3,0.71,Mobile,Entertainment,0,15,1
5436,73293,2,0.73,Desktop,Entertainment,0,3,1
5437,30234,18,0.18,Mobile,Electronics,0,18,0
5438,10445,14,0.43,Mobile,Electronics,3,16,0
5439,41285,3,0.62,Tablet,Electronics,0,15,1
5440,93049,8,0.03,Mobile,Travel,0,5,1
5441,70844,12,0.4,Desktop,Electronics,5,10,1
5442,33555,17,0.15,Tablet,Clothing,1,10,0
5443,28118,20,0.54,Mobile,Groceries,0,13,0
5444,54319,15,0.84,Mobile,Clothing,1,18,1
5445,46091,0,0.52,Mobile,Travel,2,10,0
5446,73716,3,0.04,Mobile,Electronics,3,16,1
5447,87538,17,0.03,Mobile,Entertainment,1,2,1
5448,9586,7,0.61,Mobile,Groceries,5,18,1
5449,38962,19,0.33,Mobile,Travel,3,4,0
5450,58970,15,0.57,Desktop,Clothing,3,19,1
5451,86794,20,0.16,Mobile,Electronics,4,5,1
5452,43956,10,0.78,Desktop,Travel,1,17,0
5453,86155,19,0.86,Desktop,Travel,0,2,1
5454,31479,20,0.89,Mobile,Entertainment,5,15,1
5455,64829,20,0.3,Mobile,Entertainment,5,6,1
5456,28478,20,0.66,Mobile,Entertainment,4,18,1
5457,54453,18,0.28,Desktop,Clothing,1,14,1
5458,50096,22,0.76,Mobile,Entertainment,5,12,1
5459,14131,18,0.12,Desktop,Travel,1,6,0
5460,80172,17,0.76,Desktop,Travel,2,18,1
5461,66082,18,0.44,Desktop,Travel,0,3,1
5462,36783,10,0.86,Mobile,Groceries,2,6,1
5463,17718,2,0.74,Mobile,Groceries,3,4,0
5464,6687,7,0.38,Mobile,Clothing,0,19,0
5465,62890,19,0.9,Mobile,Entertainment,2,17,1
5466,31580,18,0.28,Mobile,Travel,2,11,0
5467,98630,9,0.97,Desktop,Entertainment,0,14,1
5468,20627,15,0.77,Tablet,Travel,1,11,0
5469,23669,4,0.99,Mobile,Groceries,3,19,1
5470,11251,19,0.05,Mobile,Travel,4,17,1
5471,71194,8,0.27,Mobile,Clothing,5,4,1
5472,59274,7,0.74,Desktop,Electronics,4,12,1
5473,44839,10,0.92,Mobile,Travel,4,4,1
5474,33054,15,0.03,Mobile,Clothing,3,12,0
5475,35403,6,0.0,Mobile,Groceries,0,17,0
5476,34800,14,0.26,Desktop,Groceries,0,15,0
5477,93136,23,0.85,Mobile,Electronics,0,7,1
5478,67668,20,0.77,Mobile,Entertainment,4,1,1
5479,66888,19,0.34,Mobile,Entertainment,1,5,1
5480,71145,22,0.0,Mobile,Travel,2,12,1
5481,37942,16,0.55,Mobile,Groceries,4,7,1
5482,14000,5,0.24,Desktop,Clothing,3,15,0
5483,80159,14,0.75,Desktop,Electronics,0,5,1
5484,1981,7,0.45,Mobile,Entertainment,2,9,0
5485,33137,6,0.68,Desktop,Travel,0,1,0
5486,1730,1,0.85,Mobile,Travel,0,6,1
5487,20889,12,0.54,Tablet,Groceries,0,16,0
5488,88159,22,0.34,Tablet,Clothing,5,15,1
5489,83594,5,0.77,Mobile,Clothing,1,2,1
5490,46251,4,0.27,Mobile,Entertainment,2,13,1
5491,49020,19,0.89,Mobile,Travel,4,5,1
5492,67331,0,0.07,Desktop,Groceries,1,16,1
5493,80457,17,0.84,Tablet,Clothing,5,1,1
5494,3362,14,0.09,Mobile,Travel,3,10,0
5495,67081,22,0.06,Desktop,Clothing,5,16,1
5496,82072,9,0.36,Desktop,Electronics,3,13,1
5497,75585,2,0.96,Mobile,Clothing,5,2,1
5498,54822,4,0.98,Mobile,Clothing,4,4,1
5499,89599,23,0.2,Mobile,Travel,2,1,1
5500,50918,12,0.15,Desktop,Clothing,4,11,1
5501,30032,7,0.35,Desktop,Clothing,1,9,0
5502,7001,21,0.34,Tablet,Electronics,2,6,0
5503,99123,20,0.76,Tablet,Clothing,3,1,1
5504,8697,1,0.44,Mobile,Clothing,2,8,0
5505,64009,8,0.78,Mobile,Travel,2,8,1
5506,72491,16,0.75,Desktop,Groceries,2,4,1
5507,84314,17,0.58,Desktop,Electronics,4,4,1
5508,8363,12,0.83,Desktop,Clothing,0,1,1
5509,63393,0,0.2,Mobile,Groceries,1,8,1
5510,25905,11,0.16,Desktop,Travel,2,18,0
5511,91779,19,0.75,Mobile,Electronics,2,19,1
5512,11974,19,0.24,Mobile,Travel,4,11,1
5513,93165,20,0.0,Mobile,Groceries,1,10,1
5514,86502,4,0.91,Desktop,Electronics,1,6,1
5515,14179,7,0.62,Mobile,Clothing,3,7,0
5516,49950,14,0.44,Tablet,Groceries,1,2,0
5517,72879,2,0.73,Desktop,Travel,1,18,1
5518,95508,5,0.33,Mobile,Electronics,2,18,1
5519,9118,12,0.95,Mobile,Groceries,0,17,1
5520,49600,11,0.07,Mobile,Groceries,2,13,0
5521,12200,18,0.64,Mobile,Travel,5,15,1
5522,57121,17,0.78,Mobile,Travel,4,11,1
5523,19900,23,0.47,Desktop,Clothing,1,7,0
5524,63500,0,0.75,Mobile,Clothing,0,17,1
5525,92546,6,0.93,Mobile,Groceries,2,19,1
5526,29537,11,0.74,Mobile,Travel,5,8,1
5527,76637,9,0.31,Mobile,Groceries,3,17,1
5528,46775,11,0.56,Tablet,Entertainment,4,16,1
5529,20042,10,0.91,Mobile,Travel,5,14,1
5530,20962,3,0.45,Desktop,Entertainment,4,18,1
5531,11769,18,0.68,Mobile,Entertainment,5,9,1
5532,53872,5,0.47,Mobile,Travel,4,18,1
5533,16016,8,0.12,Mobile,Clothing,2,16,0
5534,10978,19,0.06,Desktop,Groceries,0,17,0
5535,3085,9,0.95,Mobile,Electronics,0,17,1
5536,98005,4,0.61,Mobile,Electronics,1,16,1
5537,73748,12,0.1,Desktop,Travel,0,19,1
5538,41335,8,0.86,Mobile,Clothing,3,11,1
5539,19031,1,0.52,Mobile,Clothing,5,6,1
5540,92976,17,0.77,Mobile,Clothing,4,19,1
5541,436,20,0.13,Mobile,Electronics,2,7,0
5542,43033,0,0.91,Tablet,Entertainment,4,9,1
5543,84999,23,0.59,Mobile,Electronics,4,12,1
5544,45636,20,0.74,Mobile,Clothing,3,2,0
5545,69604,11,0.03,Tablet,Electronics,5,4,1
5546,99314,9,0.32,Tablet,Electronics,4,3,1
5547,51248,1,0.27,Mobile,Groceries,4,12,1
5548,16379,8,0.95,Desktop,Travel,3,3,1
5549,68765,1,0.19,Mobile,Entertainment,3,9,1
5550,71486,22,0.71,Desktop,Groceries,0,12,1
5551,86224,23,0.04,Mobile,Travel,5,8,1
5552,77585,21,0.2,Mobile,Clothing,4,19,1
5553,74155,13,0.34,Mobile,Groceries,5,5,1
5554,92011,10,0.79,Tablet,Travel,1,5,1
5555,98718,22,0.79,Mobile,Groceries,1,8,1
5556,77373,10,0.95,Mobile,Electronics,1,3,1
5557,66770,16,0.92,Desktop,Electronics,5,19,1
5558,76574,3,0.08,Desktop,Groceries,3,9,1
5559,54128,12,0.83,Desktop,Groceries,4,14,1
5560,90122,6,0.45,Desktop,Entertainment,0,2,1
5561,91732,15,0.87,Desktop,Clothing,4,15,1
5562,71228,0,0.09,Mobile,Electronics,1,4,1
5563,18208,12,0.82,Mobile,Groceries,5,2,1
5564,52595,0,0.16,Mobile,Travel,2,9,1
5565,82906,10,0.33,Tablet,Clothing,5,4,1
5566,93285,5,0.03,Mobile,Travel,1,5,1
5567,76633,19,0.12,Mobile,Clothing,5,11,1
5568,99125,2,0.45,Desktop,Travel,5,4,1
5569,56930,11,0.82,Mobile,Electronics,5,4,1
5570,74740,4,0.77,Mobile,Groceries,3,15,1
5571,52609,8,0.24,Desktop,Groceries,4,5,1
5572,66506,11,0.15,Mobile,Entertainment,3,3,1
5573,94320,9,0.39,Desktop,Groceries,5,16,1
5574,39619,18,0.88,Mobile,Electronics,0,1,1
5575,49749,4,0.09,Mobile,Clothing,4,1,1
5576,34624,4,0.54,Tablet,Clothing,4,1,1
5577,96593,8,0.09,Mobile,Groceries,4,3,1
5578,33985,19,0.47,Mobile,Travel,2,9,0
5579,44469,16,0.13,Desktop,Groceries,4,13,1
5580,95502,9,0.08,Mobile,Clothing,2,13,1
5581,30776,20,0.19,Mobile,Entertainment,4,13,1
5582,64193,0,0.26,Mobile,Clothing,5,8,1
5583,47864,21,0.28,Mobile,Travel,1,8,0
5584,50899,15,0.65,Mobile,Travel,0,19,1
5585,79514,14,0.05,Desktop,Entertainment,4,5,1
5586,93195,22,0.08,Mobile,Travel,3,10,1
5587,72407,16,0.19,Mobile,Groceries,1,19,1
5588,82162,19,0.87,Mobile,Groceries,3,3,1
5589,95532,12,0.63,Mobile,Clothing,3,7,1
5590,32023,0,0.73,Mobile,Electronics,2,6,0
5591,78488,7,0.37,Mobile,Groceries,0,7,1
5592,47674,4,0.21,Tablet,Groceries,3,7,0
5593,43491,5,0.04,Mobile,Entertainment,1,8,0
5594,53764,22,0.49,Mobile,Groceries,0,2,1
5595,67484,19,0.57,Mobile,Clothing,1,15,1
5596,31127,13,0.9,Desktop,Entertainment,3,10,1
5597,35564,21,0.88,Tablet,Groceries,0,15,1
5598,34585,22,0.42,Tablet,Clothing,4,2,1
5599,19556,10,0.42,Mobile,Entertainment,3,3,0
5600,74895,5,0.16,Mobile,Electronics,3,19,1
5601,35654,10,0.26,Mobile,Clothing,5,5,1
5602,47022,12,0.93,Mobile,Groceries,5,19,1
5603,13509,11,0.14,Desktop,Entertainment,2,7,0
5604,69427,21,0.97,Mobile,Electronics,1,14,1
5605,91500,1,0.5,Desktop,Clothing,4,12,1
5606,36739,20,0.46,Tablet,Electronics,0,10,0
5607,63727,2,0.17,Mobile,Clothing,3,10,1
5608,83524,22,0.66,Desktop,Groceries,3,4,1
5609,19792,3,0.46,Mobile,Clothing,4,18,1
5610,89137,16,0.37,Mobile,Groceries,3,6,1
5611,78940,21,0.26,Mobile,Clothing,1,4,1
5612,54300,5,0.07,Mobile,Entertainment,0,5,1
5613,93163,6,0.52,Mobile,Clothing,4,14,1
5614,57515,14,0.31,Mobile,Clothing,4,9,1
5615,18174,10,0.71,Desktop,Travel,5,15,1
5616,15649,23,0.72,Mobile,Travel,2,1,0
5617,30063,2,0.33,Desktop,Clothing,0,13,1
5618,91556,5,0.67,Desktop,Travel,4,2,1
5619,96462,1,0.26,Desktop,Groceries,3,15,1
5620,52365,13,0.73,Mobile,Travel,5,15,1
5621,16161,8,0.02,Mobile,Clothing,0,16,0
5622,58326,17,0.15,Desktop,Electronics,1,3,1
5623,28910,18,0.25,Desktop,Electronics,4,13,1
5624,60106,11,0.77,Mobile,Clothing,1,1,1
5625,22900,12,0.07,Desktop,Clothing,4,14,1
5626,75576,11,0.19,Mobile,Electronics,3,3,1
5627,69560,11,0.36,Desktop,Entertainment,2,17,1
5628,57867,17,0.01,Mobile,Travel,3,17,1
5629,28154,8,0.76,Mobile,Entertainment,1,9,0
5630,75419,16,0.56,Mobile,Groceries,0,4,1
